title,source,content,tags,image Urls
Parvovirus in dog,ASPCA,"parvovirus is a highly contagious viral disease that can produce life-threatening illness. %&07%The virus attacks rapidly-dividing cells in a dog’s body, most severely affecting the intestinal tract. Parvovirus also attacks the white blood cells, and when young animals are infected, the virus can damage the heart muscle and cause lifelong cardiac problems.%&07%Parvovirus Symptoms%&07%The general symptoms of parvovirus are:%&07%•Lethargy%&07%•Severe vomiting%&07%•Loss of appetite%&07%•Bloody, foul-smelling diarrhea, which can lead to dehydration%&07%Parvovirus Causes%&07%•Parvovirus is extremely contagious and can be transmitted to any person, animal or object that comes in contact with an infected dog’s feces.%&07%•The virus can live in the environment for months, and may survive on inanimate objects such as food bowls, shoes, clothes, carpet and floors.%&07%•Unvaccinated dogs can contract parvovirus from the streets, especially in urban areas where there are many dogs.%&07%Dogs More Prone to Parvovirus%&07%•Puppies, adolescent dogs and canines who are not vaccinated are most susceptible to the virus.%&07%•Breeds at higher risk are Rottweilers, Doberman pinschers, Labrador retrievers, American Staffordshire terriers and German shepherds.%&07%Parvovirus Prevention%&07%•Make sure your dog is up-to-date on his vaccinations. Parvovirus should be considered a core vaccine for all puppies and adult dogs.%&07%•Generally, the first vaccine is given at 6-8 weeks of age and a booster is given at four-week intervals until the puppy is 16-20 weeks of age, and then again at one year of age.%&07%•Older dogs who have not received full puppy vaccination series may be susceptible to parvovirus and should also receive at least one immunization.%&07%Because parvovirus can live in an environment for months, take extra care if there has been an infected dog in your house or yard. Parvo is resistant to many typical disinfectants and can be difficult to eradicate.%&07%•A solution of one part bleach to 32 parts water can be used where organic material is not present.%&07%•Clean and disinfect the infected dog’s toys, food dish and water bowl in this solution for 10 minutes. If these objects are not able to be disinfected, they should be discarded.%&07%•You can also use the solution on the soles of your shoes if you think you’ve walked through an infected area.%&07%•Areas that are harder to clean (grassy areas, carpeting and wood, for example) need to be sprayed with disinfectant or even resurfaced.%&07%Parvovirus Treatment%&07%•There are currently no drugs available that can kill the virus. Treatment consists of aggressive supportive care to control the symptoms and boost your dog’s immune system.%&07%•Dogs infected with parvovirus need intensive treatment in a veterinary hospital, where they will receive antibiotics to control secondary infections, drugs to control the vomiting, intravenous fluids to treat dehydration and other supportive therapies.%&07%•The average hospital stay is about 5-7 days.%&07%•Treatment is not always successful, so it is important to make sure your dog is vaccinated.%&07%When to See the Vet%&07%•Parvovirus is a dangerous disease that is often fatal. If you notice your dog experiencing severe vomiting, loss of appetite, depression or bloody diarrhea, contact your veterinarian immediately. %&07%","dog, diseases, health",https://firebasestorage.googleapis.com/v0/b/pet-support-website.appspot.com/o/dog11.png?alt=media&token=67a9db65-a8c9-40e3-bc77-b0467de070fd
Rabies in dog,ASPCA,"Rabies is a viral disease that may affect the brain and spinal cord of all mammals, including cats, dogs and humans. This preventable disease has been reported in every state except Hawaii. There’s good reason that the very word “rabies” evokes fear in people—once symptoms appear, rabies is close to 100% fatal.%&07%Rabies Transmission%&07%There are several reported routes of transmission of the rabies virus.%&07%•Rabies is most often transmitted through a bite from an infected animal.%&07%•Less frequently, it can be passed on when the saliva of an infected animal enters another animal’s body through mucous membranes or an open, fresh wound.%&07%•The risk for contracting rabies runs highest if your dog is exposed to wild animals. Outbreaks can occur in populations of wild animals (most often raccoons, bats, skunks and foxes in this country) or in areas where there are significant numbers of unvaccinated, free-roaming dogs and cats.%&07%Rabies Prevention%&07%•Vaccination is the key—and in many areas of the country, such as New York City, it's the law.%&07%•Some local ordinances require lengthy quarantines—or euthanasia—of pets who have bitten someone if their owners do not have proof of current vaccination.%&07%•Vaccinating your dog doesn't just protect him from rabies—it also protects your dog if he bites someone. Dogs who have bitten humans are required to be confined for at least 10 days to see if rabies develops.%&07%•Avoiding contact with wild animals is also necessary to prevention. Walk your dog on a leash and supervise him while he’s outsoodrs.%&07%Symptoms of Rabies%&07%Animals will not show signs immediately following exposure to a rabid animal. Symptoms can be varied and can take between two and eight weeks to incubate. Classic signs of rabies in dogs include:%&07%•Changes in behavior (including restlessness, apprehension, aggression or irritability)%&07%•Biting or snapping at any form of stimulus.%&07%•Attacking other animals, humans and even inanimate objects%&07%•Licking, biting and chewing at the bite site%&07%•Fever%&07%•Hypersensitivity%&07%•Hiding in dark places%&07%•Eating unusual objects%&07%•Paralysis of the throat and jaw muscles%&07%•Foaming at the mouth%&07%•Disorientation, incoordination and staggering%&07%•Paralysis of the hind legs%&07%•Loss of appetite%&07%•Weakness%&07%•Seizures%&07%•Sudden death%&07%Transmission of the virus through saliva can happen as early as ten days before symptoms appear.%&07%Diagnosing Rabies%&07%•There is no accurate test to diagnose rabies in live animals.%&07%•The direct fluorescent antibody test is the most accurate test for diagnosis, but it can only be performed after the death of the animal on brain tissue.%&07%There is no treatment or cure for rabies once symptoms appear. The disease results in death.%&07%When to See the Vet%&07%•When Your Dog Interacts With a Rabid Animal%&07%•Call your veterinarian for an immediate appointment!%&07%•Contact local animal control officers if the animal who bit your pet is still at large; they will be best able to safely apprehend and remove the animal from the environment.%&07%•The rabies virus may remain alive on your pet’s skin for up to two hours. It is best not to touch your dog during this time. If you must handle your dog, wear gloves and protective clothing.%&07%•A dog who is up to date with his vaccinations and who has been bitten by a possibly rabid animal should also be given a rabies booster vaccine immediately and kept under observation (length will vary depending on your state laws).%&07%•If you think you’ve been bitten by a rabid animal, see your doctor immediately!%&07%Note: Do not attempt to handle or capture a wild animal who is acting strangely (i.e., a nocturnal animal who is out during the day, an animal who acts unusually tame). Report the animal to local animal control officers as soon as possible.%&07%","dog, diseases, health",
Ringworm in dog,ASPCA,"Although the name suggests otherwise, ringworm isn’t caused by a worm at all—but a fungus that can infect the skin, hair and nails. This highly contagious disease can lead to patchy areas of hair loss on a dog and can spread to other animals—and to humans, too.%&07%Ringworm Symptoms%&07%Classic symptoms of ringworm in dogs include:%&07%•Skin lesions that typically appear on the head, ears, paws and forelimbs.%&07%•Ringworm can patchy, crusted, circular bald spots that sometimes look red in the center.%&07%•In mild cases, there may be just a few broken hairs, while bad cases can spread over most of a dog’s body.%&07%•It’s also possible for a pet to carry the fungus and not show any symptoms whatsoever.%&07%Dogs More Prone to Ringworm.%&07%•Puppies less than a year old are most prone to infection%&07%•Malnourished, immunocompromised and stressed dogs are also at a greater risk.%&07%•Ringworm can quickly spread in kennels, shelters and other places where there are many dogs in a close environment.%&07%Diagnosing Ringworm%&07%Because infection can potentially spread over a dog’s body and infect other animals and people, it is important that you see your vet for an accurate diagnosis if your pet is showing any signs of a skin problem.%&07%•A veterinarian may use an ultraviolet light to diagnose ringworm, or may examine a fungal culture taken from the affected area.%&07%Treating Ringworm%&07%Treatment of ringworm depends on the severity of the infection.%&07%•A veterinarian may prescribe a shampoo or ointment that contains a special medication to kill the fungus.%&07%•In some cases, oral medications are necessary.%&07%•It is important to treat your dog for as long as recommended by your veterinarian.%&07%•Unfortunately, there is no guarantee that reinfection won’t occur.%&07%If your veterinarian has diagnosed your dog with ringworm, he or she will explain what you must do to prevent the fungus from spreading to your other pets—and to the human members of the household. But keep in mind that if you have other pets, it’s likely that most of them have been exposed as well. Your veterinarian may recommend that you do the following:%&07%•Bathe all pets in the household with a medicated rinse or shampoo.%&07%•Wash the infected animals’ bedding and toys with a disinfectant that kills ringworm spores.%&07%•Discard items that are impossible to thoroughly disinfect%&07%•Frequently vacuum to rid the house of infected hairs and skin cells. (Yes, the fungus can survive on hair and skin that your dog sheds!)%&07%•Thoroughly wash your hands after you bathe or touch your dog.%&07%","dog, diseases, health",
General Cat Care,ASPCA,"Have you recently added a feline friend to your family? Congratulations! We know you’ll be thrilled to have your new cat in your home. If you are considering adopting a cat, please visit your local shelter. We encourage you to browse our directory of adoptable cats in your area or use our shelter finder to start your search.%&07%Read on for useful tips for new cat parents, and for those looking to brush up on their pet care skills.","cat, headline",
Cat's Nutrient,ASPCA,"We recommend purchasing high-quality, brand-name kitten or cat food. Your veterinarian will be able to assess your new cat or kitten and determine the best diet. Factors such as age, activity level and health make a difference in what and how much a cat should eat.%07%•cats require taurine, an essential amino acid, for heart and eye health. The food you choose should be balanced for the life stage of your cat or kitten. Properly balanced foods will contain taurine.%07%•You will need to provide fresh, clean water at all times, and wash and refill your cat’s water bowls daily.%07%•Treats should be no more than 5-10% of the diet.%07%•Many people feed baby food to a cat or kitten who is refusing food or not feeling well Please read labels carefully: If the baby food contains onion or garlic powder, your pet could be poisoned.%07%•Take your pet to your veterinarian if signs of anorexia, diarrhea, vomiting or lethargy continue for more than two days.","cat, nutrient",
Grooming for Cat,ASPCA,"Most cats stay relatively clean and rarely need a bath, but you should brush or comb your cat regularly. Frequent brushing helps keep your cat's coat clean, reduces the amount of shedding and cuts down on the incidence of hairballs. ","cat, general, grooming",
Handling a Cat,ASPCA,"To pick up your cat, place one hand behind the front legs and another under the hindquarters. Lift gently. Never pick up a cat by the scruff of the neck or by the front legs.","cat, handling, general",
Housing for cat,ASPCA,"Your pet should have her own clean, dry place in your home to sleep and rest. Line your cat's bed with a soft, warm blanket or towel. Be sure to wash the bedding often. Please keep your cat indoors. Outdoor cats do not live as long as indoor cats. Outdoor cats are at risk of trauma from cars, or from fights with other cats, raccoons and free-roaming dogs. Coyotes are known to eat cats. Outdoor cats are more likely to become infested with fleas or ticks, as well as contract infectious diseases.","cat, shelter",
Identification a cat,ASPCA,"If allowed outdoors, your cat must wear a safety collar and an ID tag. A safety collar with an elastic panel will allow your cat to break loose if the collar gets caught on something. And for both indoor and outdoor cats, an ID tag or an implanted microchip can help ensure that your cat is returned if he or she becomes lost.","cat, general",
Litter Box for cat,ASPCA,"All indoor cats need a litter box, which should be placed in a quiet, accessible location. In a multi-level home, one box per floor is recommended. Avoid moving the box unless absolutely necessary, but if you must do so, move the box just a few inches per day. Keep in mind that cats won't use a messy, smelly litter box, so scoop solid waste out of the box at least once a day. Dump everything, wash with a mild detergent and refill at least once a week; you can do this less frequently if using clumping litter. Don't use ammonia, deodorants, or scents, especially lemon, when cleaning the litter box. If your cat will not use a litterbox, please consult with your veterinarian. Sometimes refusal to use a litter box is based on a medical condition that requires treatment.","cat, littering, general",
Scratching,ASPCA,"Cats need to scratch! When a cat scratches, the old outer nail sheath is pulled off and the sharp, smooth claws underneath are exposed. Cutting your cat’s nails every two to three weeks will keep them relatively blunt and less likely to harm the arms of both humans and furniture. Provide your cat with a sturdy scratching post, at least three feet high. The post should also be stable enough that it won't wobble during use, and should be covered with rough material such as sisal, burlap or tree bark. Many cats also like scratching pads.","cat, general",
Cat's Health,ASPCA,"Your cat should see the veterinarian at least once a year for an examination and annual shots, and immediately if she is sick or injured.%&07%Medicines and Poisons%&07%Never give your cat medication that has not been prescribed by a veterinarian. If you suspect that your animal has ingested a poisonous substance, call your veterinarian.%&07%Spaying and Neutering%&07%Female cats should be spayed, and male cats neutered by five months of age.%&07%Vaccinations%&07%Your veterinarian will make recommendations based on your cat's age and health.","cat, general, health, vaccination",
Cat Supply Checklist,ASPCA,•Premium-brand cat food%&07%•Food dish%&07%•Water bowl%&07%•Interactive toys%&07%•Brush%&07%•Comb%&07%•Safety cat collar with ID tag%&07%•Scratching post or scratching pad%&07%•Litter box and litter%&07%•Cat carrier%&07%•Cat bed or box with warm blanket or towel,"cat, supply, general",
Aggression Between Cats in Your Household,ASPCA,"Some cats just won’t give peace a chance. There are several reasons that cats might not get along. The most common is undersocialization—a lack of pleasant experiences with other cats early in life. If your cat grew up as the only cat, with little or no contact with other felines, he may react strongly when he’s finally introduced to another cat because he’s afraid of the unknown, he lacks feline social skills, and he dislikes the disruption to his routine and environment. Cats tend to prefer consistency over change. This is especially true if the change involves a newcomer to your cat’s well-established territory. Cats are a territorial species. While some cats overlap their territories a great deal, others prefer to keep a good distance from their neighbors. Two unrelated males or two unrelated females may have a particularly hard time sharing space. Another cause of strife may be a feline personality clash. Cats usually don’t get to pick their housemates, and sometimes we humans just don’t select the right match. In some cases, however, cats get along just fine until something scary or unpleasant (like fireworks or the odor of the veterinary clinic) becomes associated with the other cat. In other cases, relationships change as the cats mature. If one cat reaches the age of one to three years old and then trouble brews, social maturation may be a factor.%&07%Any sudden change in your cat’s behavior could be an indication of an underlying medical condition. If you notice any unusual physical or behavioral symptoms, or if your cat stops eating, please see your veterinarian right away.%&07%Suggestions for Managing Your Cats%&07%• Never let the cats “fight it out.” Cats don’t resolve their issues through fighting, and the fighting usually just gets worse. Interrupt aggression with a loud clap of your hands or spray from a water gun.%&07%• Neuter the cats. Intact males are particularly prone to aggressive behavior.%&07%• Separate their resources. Reduce competition between the cats by providing multiple, identical food bowls, beds, and litter boxes in different areas of your house.%&07%• Provide additional perches. More hiding spots and perches will allow your cats to space themselves out as they prefer.%&07%• Don’t try to calm or soothe your aggressive cat, just leave her alone and give her space. If you come close, she could turn and redirect her aggression toward you.%&07%• Reward desired behavior. Praise or toss treats to reward your cats when you see them interacting in a friendly manner.%&07%• Try pheromones. You can purchase a product that mimics a natural cat odor (which humans can’t smell), that may reduce tension. Use a diffuser while the aggression issue is being resolved.%&07%If the Aggression Is Mild or Between Two Cats Who Used to Get Along%&07%• Separate your cats into different rooms for several days or weeks, with separate beds, bowls, and litter boxes. This way they can hear and smell each other, but don’t have to interact.%&07%• Place the cats’ food bowls on opposite sides of a closed door. This will encourage them to be close together while they’re doing something that makes them feel good.%&07%• Each day, have the cats switch rooms so that they both experience some variation and get access to each other’s scents. You may need an assistant to do this safely.%&07%• After several days, if both of your cats appear relaxed, crack the door open %&07% one inch. If they remain calm, open the door a bit more, then a bit more. If the cats remain relaxed, they may be ready to be together again. But if they react with any signs of aggressive behavior—such as growling, spitting, hissing, swatting, etc.—separate them again and follow the gradual reintroduction instructions below.%&07%• Some cat parents have had success with rubbing a bit of tuna juice on their cats’ bodies and heads. The cats become so occupied with grooming, which is a relaxing behavior, that they’re less likely to be bothered by the other cat. If things go really well, the cats may actually groom each other because they can’t reach the juice on their own heads.%&07%If the Aggression Is Severe or Occurs Between Cats Who Have Never Gotten Along%&07%• Separate your cats as described above but for a longer period of time, and reintroduce them at a much slower pace, like several days to a few weeks.%&07%• Instead of simply opening the door to reintroduce the cats, provide daily reintroduction sessions that very gradually move the cats closer and closer together under supervision.%&07%• During the sessions, you might find it easier to control your cats with harnesses and leashes, or by confining one or both of your cats in crates.%&07%• During the sessions, keep both cats distracted with food or play. Start out with them far apart. Keep the sessions short. Make it easy for them to succeed.%&07%• Separate your cats between reintroduction sessions to prevent a relapse.%&07%• Only when your cats can peacefully eat and play within a couple feet of each other should they be left alone together unsupervised. Trust them only for short periods together at first and increase their times together gradually.%&07%• Behavioral medication may be helpful in reducing a domineering cat’s aggression and a skittish cat’s fear, making the reintroduction go more smoothly and quickly.","cat, aggression, behavior issues",
